Date,open,high,low,close,volume
2016-01-04 00:00:00-05:00,37.01699662348897,37.06980446996565,36.43199758714019,36.95920181274414,65456000
2016-01-05 00:00:00-05:00,37.188874801179765,37.465381436480364,36.79977376693939,36.996070861816406,39014000
2016-01-06 00:00:00-05:00,36.36931673611869,37.225242359479175,36.315509224309174,37.04787826538086,38940000
2016-01-07 00:00:00-05:00,36.38476197511025,36.792795956061376,35.82427590461867,36.1894645690918,59274000
2016-01-08 00:00:00-05:00,36.44156342556311,36.53024549193032,35.52236930343442,35.595603942871094,49018000
2016-01-11 00:00:00-05:00,35.70222007561467,35.81406567076831,35.05105635099409,35.67332077026367,41812000
2016-01-12 00:00:00-05:00,35.95481113125774,36.30704588990248,35.737441066698054,36.173526763916016,40490000
2016-01-13 00:00:00-05:00,36.411665138198316,36.60546873255831,34.80543712536627,34.902587890625,50034000
2016-01-14 00:00:00-05:00,35.142728048947866,35.967013889080455,34.331643219258886,35.608055114746094,44516000
2016-01-15 00:00:00-05:00,34.49057145122027,35.21048840862046,34.14581333108745,34.59818649291992,72162000
2016-01-19 00:00:00-05:00,35.03910117933649,35.37190500864134,34.546372406976076,34.963871002197266,45362000
2016-01-20 00:00:00-05:00,34.30723098723454,35.2159645724775,33.54247698779276,34.79747009277344,68900000
2016-01-21 00:00:00-05:00,34.98330664908221,35.83075996115427,34.59868699497597,35.2030143737793,48244000
2016-01-22 00:00:00-05:00,36.050466272040026,36.27615680133914,35.87713886473675,36.13267135620117,40236000
2016-01-25 00:00:00-05:00,36.049469340555014,36.353377654510815,35.37339744594375,35.45610046386719,34234000
2016-01-26 00:00:00-05:00,35.564712479910554,35.78541984667093,35.19753205058045,35.524356842041016,26634000
2016-01-27 00:00:00-05:00,35.555744357447175,35.7831795792833,34.595198770928896,34.87419509887695,43884000
2016-01-28 00:00:00-05:00,35.98171289483879,36.55316119065441,35.48998000184242,36.41714859008789,53528000
2016-01-29 00:00:00-05:00,36.44554487056246,37.116135659001635,36.209891825829835,37.01449966430664,69486000
2016-02-01 00:00:00-05:00,37.38865763494451,37.75733568453383,37.0304476488289,37.46538162231445,102784000
2016-02-02 00:00:00-05:00,39.084562270065895,39.35210224390722,38.09561538696289,38.09561538696289,126962000
2016-02-03 00:00:00-05:00,38.37312508296887,38.586355821765125,35.8960253616574,36.217369079589844,123420000
2016-02-04 00:00:00-05:00,36.011110301378075,36.21985961902654,34.96735991209568,35.27376174926758,103374000
2016-02-05 00:00:00-05:00,35.06749870002565,35.07347773541785,33.885744065224735,34.05613327026367,102114000
2016-02-08 00:00:00-05:00,33.272951972060774,34.079053752818915,33.03430746965539,34.01478576660156,84948000
2016-02-09 00:00:00-05:00,33.495646315436424,34.86970691511019,33.31878014329781,33.78410720825195,72178000
2016-02-10 00:00:00-05:00,34.22004480526633,34.93995798194778,33.984391727822846,34.08353805541992,52760000
2016-02-11 00:00:00-05:00,33.62916783518336,34.344097816531914,33.323666860156095,34.0332145690918,60480000
2016-02-12 00:00:00-05:00,34.389435394793075,34.56331015502183,33.80852249680075,33.997840881347656,42828000
2016-02-16 00:00:00-05:00,34.524944626560696,34.77504922621487,34.129864578413226,34.426300048828125,50400000
2016-02-17 00:00:00-05:00,34.779532681660136,35.360445586050695,34.44523503703379,35.29318618774414,49852000
2016-02-18 00:00:00-05:00,35.3729033798212,35.489983011992535,34.6769025588476,34.74266815185547,37664000
2016-02-19 00:00:00-05:00,34.62707876758402,35.02818726683797,34.57825441460071,34.92002868652344,31786000
